0 137.9504
5 138.55769015055105
10 139.32849109392257
15 139.91163026449772
20 140.00663844725136
25 140.06572181566094
30 140.1987157803409
35 140.3880884464359
40 140.63594057926355
45 140.91178462000445
50 141.19989722829783
55 141.4539106332495
60 141.62645840311643
65 141.69411885166002
70 141.62630209698577
75 141.46181983977658
80 141.1947231869764
85 140.8583809540873
90 140.5022993806424
95 140.1991236908985
100 140.0328483340323
105 139.9993466233186
110 139.93559769886025
115 139.39577034020073
120 138.54962876179164
125 137.75612903318913
130 137.31485001599012
135 137.09369351539146
140 137.04553888471025
145 137.2188165532157
150 137.77534067984155
155 138.7493688054138
160 139.70406639911764
165 140.09415289709617
170 140.1246273100546
175 140.04860205583776
180 139.99542554844115
185 139.99980068012295
190 140.00001273635877
195 139.99999969311585
200 140.00000466496124
205 139.99998313663318
210 139.99959354790712
215 140.0057836490895
220 140.05412118205697
225 140.13912820878934
230 140.20008843295503
235 140.12541647035115
240 139.85019131284847
245 139.4731463586985
250 139.38964016123487
255 139.67110743283718
260 140.0506442525212
265 140.33676480488404
270 140.52913427738073
275 140.61449934111505
280 140.59693382014765
285 140.5346800000641
290 140.44845231259342
295 140.35469642280472
300 140.24023186260723
305 140.10781792293594
310 140.00985677746775
315 140.04759852725263
320 139.8500169799783
325 138.95354490944914
330 138.0390723763806
335 138.61315804915785
340 139.77805494694982
345 140.79666997809437
350 141.69316186586553
355 142.37812923421296
360 142.55555773455458
365 142.6570074481523
370 142.8085909176912
375 142.97753773514398
380 143.1622820677173
385 143.37456096099163
390 143.6204633149214
395 143.91303876570325
400 144.22516697836878
405 144.53806335531348
410 144.8021763288509
415 144.96296520226147
420 145.0006578828135
425 144.9980222387681
430 144.99962721846285
435 145.04307572249434
440 145.4096954138302
445 145.78677886697304
450 146.06331214931498
455 146.33404245621537
460 146.71218475914384
465 147.16152409486642
470 147.5014173456743
475 147.52038219685795
