   20605.7732802720     
  -33.77417       136.6885      -3.862825    
  -15.70986       136.6885      -3.858824    
  -8.185690       136.6885      -3.242923    
  -2.500000       136.6885      -1.532044    
   2.481762       136.9860      -1.482825    
   7.434425       137.6588      -1.140794    
   12.38829       138.3216     -0.7848007    
   17.37068       138.6622     -0.7060765    
   22.36992       138.7449     -0.9409640    
   27.36889       138.8391     -0.7060150    
   32.36626       138.9964     -0.7162569    
   37.36148       139.2104     -0.7777166    
   42.35468       139.4673     -0.7906201    
   47.34677       139.7446     -0.6875249    
   52.33939       140.0120     -0.6351787    
   57.33461       140.2241      -1.122769    
   62.33282       140.3456     -0.8258946    
   67.33237       140.3495     -0.8986186    
   72.33087       140.2388      -1.147285    
   77.32610       140.0294     -0.9103200    
   82.31709       139.7351     -0.6302049    
   87.30524       139.3958     -0.3941040    
   92.29430       139.0706     -0.3866793    
   97.28818       138.8354     -0.4762848    
   102.2866       138.7312     -0.5651751    
   107.2863       138.6811     -0.9446380    
   112.2728       138.3953      -1.013681    
   117.2255       137.7357      -1.058686    
   122.1606       136.9430     -0.8432544    
   127.1186       136.3252      -1.390658    
   132.1048       135.9780      -2.390278    
   137.1018       135.8299      -2.723678    
   142.1004       135.8761      -2.756289    
   147.0855       136.2108      -1.489342    
   152.0289       136.9238     -0.7488149    
   156.9416       137.8421     -0.9433911    
   161.8866       138.5306      -1.037371    
   166.8759       138.7930     -0.9697083    
   171.8755       138.7994     -0.8587334    
   176.8751       138.7408     -0.7789993    
   181.8749       138.7118     -0.7326146    
   186.8749       138.7108     -0.3738977    
   191.8749       138.7111     -0.7782795    
   196.8749       138.7112     -0.7835499    
   201.8749       138.7111     -0.7908036    
   206.8749       138.7109     -0.7300012    
   211.8749       138.7134     -0.6446449    
   216.8748       138.7373     -0.7174372    
   221.8745       138.7983     -0.6307825    
   226.8739       138.8695     -0.7622235    
   231.8736       138.8726     -0.7749351    
   236.8703       138.7209     -0.7210763    
   241.8605       138.4185     -0.9130955    
   246.8531       138.1794     -0.4088524    
   251.8497       138.2349     -0.2258653    
   256.8403       138.5308     -0.5711583    
   261.8292       138.8582     -0.7369512    
   266.8226       139.1064     -0.7824135    
   271.8200       139.2568     -0.5620668    
   276.8195       139.3043     -0.5673625    
   281.8193       139.2749      -1.079940    
   286.8188       139.2062      -1.001259    
   291.8181       139.1195     -0.6823767    
   296.8170       139.0187     -0.7158767    
   301.8156       138.8996     -0.7644092    
   306.8141       138.7848     -0.9058338    
   311.8136       138.7435     -0.7167519    
   316.8123       138.6715     -0.5287714    
   321.7794       138.2001     -0.3330693    
   326.7076       137.3683     -0.3869794    
   331.6619       137.0869     -0.5351300    
   336.6017       137.7613     -0.4488532    
   341.4941       138.7795     -0.7332432    
   346.3997       139.7317     -0.4921545    
   351.3318       140.5377     -0.3899402    
   356.3008       141.0433     -0.4746033    
   361.2956       141.2499     -0.9573826    
   366.2939       141.3779      -1.323975    
   371.2916       141.5279      -1.034610    
   376.2886       141.6984     -0.3517390    
   381.2849       141.8889     -9.5547594E-02
   386.2799       142.1075     -2.3349319E-02
   391.2732       142.3631     -0.1823913    
   396.2645       142.6530     -2.4084682E-02
   401.2549       142.9583     -0.1921303    
   406.2462       143.2484      0.0000000E+00
   411.2407       143.4767     -6.2090188E-02
   416.2387       143.6027     -4.6776842E-02
   421.2385       143.6403     -8.5516371E-02
   426.2385       143.6443     -3.6436833E-02
   431.2385       143.6608     -0.2244271    
   436.2343       143.8174     -0.5514749    
   441.2233       144.1421     -0.6114864    
   446.2118       144.4751      -1.523164    
   451.2035       144.7582     -0.9697394    
   456.1937       145.0647     -0.8188220    
   461.1783       145.4488      -1.494629    
   466.1624       145.8420      -1.701320    
   471.1551       146.0755      -1.685249    
   476.1545       146.1300      -2.606456    
   481.8401       146.1326      -3.726552    
   489.3643       146.1326      -4.382401    
   507.4286       146.1326      -4.230291    
  -33.77417       134.0858      -3.821254    
  -15.70986       134.0858      -3.836094    
  -8.185690       134.0858      -3.213942    
  -2.500000       134.0858      -2.652293    
   2.481762       134.3752      -2.458038    
   7.434425       135.0294      -2.039684    
   12.38829       135.6740      -1.448589    
   17.37068       136.0052      -1.416862    
   22.36992       136.0857      -1.284705    
   27.36889       136.1774      -1.048121    
   32.36626       136.3303      -1.091847    
   37.36148       136.5384      -1.203845    
   42.35468       136.7882      -1.125587    
   47.34677       137.0579      -1.123336    
   52.33939       137.3180      -1.103500    
   57.33461       137.5242      -1.316806    
   62.33282       137.6424      -1.287202    
   67.33237       137.6462      -1.095133    
   72.33087       137.5385      -1.133086    
   77.32610       137.3349     -0.7015561    
   82.31709       137.0487     -0.6960940    
   87.30524       136.7188     -0.8219653    
   92.29430       136.4025      -1.091941    
   97.28818       136.1738     -0.9899247    
   102.2866       136.0724     -0.8474636    
   107.2863       136.0237     -0.8409399    
   112.2728       135.7457     -0.7912442    
   117.2255       135.1043     -0.8737848    
   122.1606       134.3334      -1.177743    
   127.1186       133.7326      -2.415748    
   132.1048       133.3949      -2.365555    
   137.1018       133.2509      -2.730774    
   142.1004       133.2958      -2.682093    
   147.0855       133.6214      -2.319545    
   152.0289       134.3147      -1.270503    
   156.9416       135.2077      -1.136347    
   161.8866       135.8773      -1.102560    
   166.8759       136.1325     -0.9975055    
   171.8755       136.1387     -0.8649839    
   176.8751       136.0817     -0.8311980    
   181.8749       136.0535     -0.8290673    
   186.8749       136.0525     -0.9197359    
   191.8749       136.0529     -0.8244984    
   196.8749       136.0529     -0.7454795    
   201.8749       136.0529     -0.7223852    
   206.8749       136.0527      -1.132944    
   211.8749       136.0551     -0.9275509    
   216.8748       136.0783     -0.9410948    
   221.8745       136.1376     -0.8044614    
   226.8739       136.2069     -0.4674776    
   231.8736       136.2099     -0.6545690    
   236.8703       136.0623     -0.5561265    
   241.8605       135.7682     -0.7664041    
   246.8531       135.5358     -0.9512344    
   251.8497       135.5898     -0.9986478    
   256.8403       135.8775     -0.4591066    
   261.8292       136.1960     -0.4904675    
   266.8226       136.4373     -0.7240647    
   271.8200       136.5835     -0.7510732    
   276.8195       136.6297     -0.8931476    
   281.8193       136.6011     -0.9456207    
   286.8188       136.5343      -1.032640    
   291.8181       136.4500     -0.8823891    
   296.8170       136.3520     -0.8290670    
   301.8156       136.2361     -0.6188420    
   306.8141       136.1245     -0.5975415    
   311.8136       136.0844     -0.6104680    
   316.8123       136.0143     -0.6148559    
   321.7794       135.5559     -0.8477648    
   326.7076       134.7469     -0.8353290    
   331.6619       134.4733     -0.6993968    
   336.6017       135.1292      -1.171982    
   341.4941       136.1194      -1.546873    
   346.3997       137.0454     -0.6735128    
   351.3318       137.8293     -0.8043230    
   356.3008       138.3209     -0.6793931    
   361.2956       138.5218      -1.095170    
   366.2939       138.6463      -1.727973    
   371.2916       138.7922      -1.945825    
   376.2886       138.9579      -1.724632    
   381.2849       139.1433      -1.185072    
   386.2799       139.3558      -1.285627    
   391.2732       139.6044     -0.8826715    
