   553092127.275776     
  -33.77417       136.6885      -5.386917    
  -15.70986       136.6885      -5.222928    
  -8.185690       136.6885      -4.710444    
  -2.500000       136.6885      -2.007958    
   2.481762       136.9860      -1.651772    
   7.434425       137.6588      -1.264538    
   12.38829       138.3216      -1.386101    
   17.37068       138.6622     -0.7240655    
   22.36992       138.7449      -1.351663    
   27.36889       138.8391      -1.479143    
   32.36626       138.9964      -1.017410    
   37.36148       139.2104     -0.9832669    
   42.35468       139.4673      -1.202242    
   47.34677       139.7446      -1.343258    
   52.33939       140.0120      -1.116237    
   57.33461       140.2241      -1.326726    
   62.33282       140.3456     -0.8665608    
   67.33237       140.3495      -1.323607    
   72.33087       140.2388      -1.284173    
   77.32610       140.0294      -1.456159    
   82.31709       139.7351      -1.337806    
   87.30524       139.3958     -0.8473897    
   92.29430       139.0706     -0.5836977    
   97.28818       138.8354     -0.7605469    
   102.2866       138.7312      -1.170899    
   107.2863       138.6811      -1.278816    
   112.2728       138.3953      -1.190211    
   117.2255       137.7357     -0.9818596    
   122.1606       136.9430      -1.294178    
   127.1186       136.3252      -1.437692    
   132.1048       135.9780      -3.500882    
   137.1018       135.8299      -3.701878    
   142.1004       135.8761      -3.601262    
   147.0855       136.2108      -1.333837    
   152.0289       136.9238      -1.516671    
   156.9416       137.8421      -1.260571    
   161.8866       138.5306      -1.164133    
   166.8759       138.7930      -1.478720    
   171.8755       138.7994      -1.276959    
   176.8751       138.7408      -1.165500    
   181.8749       138.7118      -1.301708    
   186.8749       138.7108      -1.130050    
   191.8749       138.7111      -1.377286    
   196.8749       138.7112      -1.273901    
   201.8749       138.7111      -1.351592    
   206.8749       138.7109      -1.048281    
   211.8749       138.7134      -1.613367    
   216.8748       138.7373      -1.491932    
   221.8745       138.7983     -0.9932599    
   226.8739       138.8695      -1.468783    
   231.8736       138.8726      -1.068218    
   236.8703       138.7209      -1.572859    
   241.8605       138.4185      -1.187929    
   246.8531       138.1794      -1.210340    
   251.8497       138.2349     -0.9107139    
   256.8403       138.5308      -1.046224    
   261.8292       138.8582      -1.267480    
   266.8226       139.1064     -0.9514573    
   271.8200       139.2568      -1.166948    
   276.8195       139.3043      -1.225353    
   281.8193       139.2749      -1.448272    
   286.8188       139.2062      -1.176964    
   291.8181       139.1195      -1.244045    
   296.8170       139.0187      -1.338805    
   301.8156       138.8996      -1.005475    
   306.8141       138.7848      -1.287256    
   311.8136       138.7435     -0.8983000    
   316.8123       138.6715     -0.5580555    
   321.7794       138.2001     -0.9731093    
   326.7076       137.3683     -0.3077367    
   331.6619       137.0869     -0.2767918    
   336.6017       137.7613      -1.034409    
   341.4941       138.7795      -1.710250    
   346.3997       139.7317     -0.7289974    
   351.3318       140.5377      0.0000000E+00
   356.3008       141.0433      -1.432448    
   361.2956       141.2499     -0.9148092    
   366.2939       141.3779     -0.9665458    
   371.2916       141.5279      -1.755594    
   376.2886       141.6984     -0.6923594    
   381.2849       141.8889     -0.8288295    
   386.2799       142.1075     -0.7135383    
   391.2732       142.3631     -0.7968152    
   396.2645       142.6530     -0.7895936    
   401.2549       142.9583     -0.6676861    
   406.2462       143.2484     -0.7818003    
   411.2407       143.4767     -0.6249049    
   416.2387       143.6027     -0.8830874    
   421.2385       143.6403     -0.7995916    
   426.2385       143.6443     -0.7541285    
   431.2385       143.6608      -1.131114    
   436.2343       143.8174      -1.148358    
   441.2233       144.1421      -1.638863    
   446.2118       144.4751      -1.892990    
   451.2035       144.7582      -1.273646    
   456.1937       145.0647      -1.567661    
   461.1783       145.4488      -1.193548    
   466.1624       145.8420      -1.678799    
   471.1551       146.0755      -2.530878    
   476.1545       146.1300      -1.812153    
   481.8401       146.1326      -4.938813    
   489.3643       146.1326      -5.578359    
   507.4286       146.1326      -5.456876    
  -33.77417       134.0858      -5.342452    
  -15.70986       134.0858      -5.203327    
  -8.185690       134.0858      -4.577944    
  -2.500000       134.0858      -3.498003    
   2.481762       134.3752      -2.913193    
   7.434425       135.0294      -2.407840    
   12.38829       135.6740      -1.924632    
   17.37068       136.0052      -1.746110    
   22.36992       136.0857      -1.720461    
   27.36889       136.1774      -1.859273    
   32.36626       136.3303      -1.802303    
   37.36148       136.5384      -1.732329    
   42.35468       136.7882      -1.542156    
   47.34677       137.0579      -1.728500    
   52.33939       137.3180      -1.796610    
   57.33461       137.5242      -2.048339    
   62.33282       137.6424      -1.950037    
   67.33237       137.6462      -1.842649    
   72.33087       137.5385      -2.041201    
   77.32610       137.3349      -1.845490    
   82.31709       137.0487     -0.8845102    
   87.30524       136.7188      -1.148422    
   92.29430       136.4025      -1.406473    
   97.28818       136.1738      -1.436194    
   102.2866       136.0724      -1.624830    
   107.2863       136.0237      -1.716053    
   112.2728       135.7457      -1.630396    
   117.2255       135.1043      -1.763068    
   122.1606       134.3334      -1.861158    
   127.1186       133.7326      -2.884562    
   132.1048       133.3949      -3.434435    
   137.1018       133.2509      -3.764361    
   142.1004       133.2958      -3.615353    
   147.0855       133.6214      -3.011246    
   152.0289       134.3147      -2.026417    
   156.9416       135.2077      -1.662241    
   161.8866       135.8773      -1.375389    
   166.8759       136.1325      -1.346279    
   171.8755       136.1387      -1.458762    
   176.8751       136.0817      -1.575633    
   181.8749       136.0535      -1.445539    
   186.8749       136.0525      -1.561166    
   191.8749       136.0529      -1.448000    
   196.8749       136.0529      -1.384821    
   201.8749       136.0529      -1.411103    
   206.8749       136.0527      -1.564122    
   211.8749       136.0551      -1.588743    
   216.8748       136.0783      -1.690942    
   221.8745       136.1376      -1.568624    
   226.8739       136.2069      -1.423816    
   231.8736       136.2099      -1.431650    
   236.8703       136.0623      -1.298184    
   241.8605       135.7682      -1.351169    
   246.8531       135.5358      -1.535071    
   251.8497       135.5898      -1.298842    
   256.8403       135.8775      -1.124453    
   261.8292       136.1960      -1.138492    
   266.8226       136.4373      -1.336444    
   271.8200       136.5835      -1.478596    
   276.8195       136.6297      -1.527346    
   281.8193       136.6011      -1.475994    
   286.8188       136.5343      -1.561474    
   291.8181       136.4500      -1.154286    
   296.8170       136.3520      -1.219670    
   301.8156       136.2361      -1.201168    
   306.8141       136.1245      -1.001389    
   311.8136       136.0844     -0.9556875    
   316.8123       136.0143     -0.8314924    
   321.7794       135.5559     -0.3196433    
   326.7076       134.7469     -0.9950039    
   331.6619       134.4733      -1.352105    
   336.6017       135.1292      -1.999231    
   341.4941       136.1194      -2.732692    
   346.3997       137.0454      -1.548586    
   351.3318       137.8293     -0.8533778    
   356.3008       138.3209     -0.6033850    
   361.2956       138.5218      -1.160963    
   366.2939       138.6463      -1.478899    
   371.2916       138.7922      -1.054573    
   376.2886       138.9579      -3.579542    
   381.2849       139.1433      -3.697428    
   386.2799       139.3558      -3.783150    
   391.2732       139.6044      -3.750044    
   396.2645       139.8863      -3.577257    
   401.2549       140.1832      -3.650854    
   406.2462       140.4654      -3.935773    
   411.2407       140.6873      -4.051727    
   416.2387       140.8099      -4.084420    
   421.2385       140.8465      -4.192224    
   426.2385       140.8504      -4.181937    
   431.2385       140.8664      -4.522932    
   436.2343       141.0188      -4.253714    
   441.2233       141.3345      -4.712989    
   446.2118       141.6584      -5.094161    
   451.2035       141.9337      -3.405459    
   456.1937       142.2318      -3.305771    
   461.1783       142.6053      -2.980273    
   466.1624       142.9877      -4.984353    
   471.1551       143.2148      -5.383230    
   476.1545       143.2677      -5.351009    
   481.8401       143.2702      -4.829570    
   489.3643       143.2702      -5.583184    
   507.4286       143.2702      -5.412921    
  -33.77417       131.3152      -5.305079    
  -15.70986       131.3152      -5.202643    
  -8.185690       131.3152      -4.561641    
  -2.500000       131.3152      -3.820678    
   2.481762       131.5958      -3.563678    
   7.434425       132.2304      -3.218692    
   12.38829       132.8556      -2.758053    
   17.37068       133.1768      -2.443611    
   22.36992       133.2549      -2.421465    
