   40561.6737579025     
  -33.77417       136.6885      -3.469519    
  -15.70986       136.6885      -3.295335    
  -8.185690       136.6885      -2.767705    
  -2.500000       136.6885      -1.969389    
   2.481762       136.9860      -1.857815    
   7.434425       137.6588      -1.891941    
   12.38829       138.3216      -1.359237    
   17.37068       138.6622      -1.138549    
   22.36992       138.7449     -0.7150288    
   27.36889       138.8391     -0.4362191    
   32.36626       138.9964     -0.3794276    
   37.36148       139.2104     -0.3514248    
   42.35468       139.4673     -0.2880583    
   47.34677       139.7446     -0.3420954    
   52.33939       140.0120     -0.3746505    
   57.33461       140.2241     -0.7448080    
   62.33282       140.3456     -0.6689469    
   67.33237       140.3495     -0.4366710    
   72.33087       140.2388     -0.8686112    
   77.32610       140.0294     -0.4439282    
   82.31709       139.7351     -0.2696045    
   87.30524       139.3958     -0.1975902    
   92.29430       139.0706     -0.1367708    
   97.28818       138.8354     -0.1069043    
   102.2866       138.7312     -0.2293837    
   107.2863       138.6811     -0.4396258    
   112.2728       138.3953     -0.5940435    
   117.2255       137.7357     -0.6360818    
   122.1606       136.9430     -0.6212205    
   127.1186       136.3252      -1.489970    
   132.1048       135.9780      -2.078524    
   137.1018       135.8299      -2.330799    
   142.1004       135.8761      -2.349705    
   147.0855       136.2108      -1.660765    
   152.0289       136.9238     -0.6407478    
   156.9416       137.8421     -0.7386935    
   161.8866       138.5306     -0.4986700    
   166.8759       138.7930     -0.4024150    
   171.8755       138.7994     -0.3741954    
   176.8751       138.7408     -0.2947347    
   181.8749       138.7118     -0.1586312    
   186.8749       138.7108     -0.1545225    
   191.8749       138.7111     -0.2114931    
   196.8749       138.7112     -0.1868702    
   201.8749       138.7111     -0.1845717    
   206.8749       138.7109     -0.4375899    
   211.8749       138.7134     -0.4061395    
   216.8748       138.7373     -0.5226901    
   221.8745       138.7983     -0.3226854    
   226.8739       138.8695     -7.9829805E-02
   231.8736       138.8726     -0.2076610    
   236.8703       138.7209     -0.1257496    
   241.8605       138.4185     -0.2212652    
   246.8531       138.1794     -0.1929318    
   251.8497       138.2349      0.0000000E+00
   256.8403       138.5308     -2.7971704E-02
   261.8292       138.8582     -7.0166305E-02
   266.8226       139.1064     -0.1275341    
   271.8200       139.2568     -0.2457992    
   276.8195       139.3043     -0.3234080    
   281.8193       139.2749     -0.6434658    
   286.8188       139.2062     -0.7265906    
   291.8181       139.1195     -0.2319722    
   296.8170       139.0187     -0.1383871    
   301.8156       138.8996     -0.2748593    
   306.8141       138.7848     -0.1128248    
   311.8136       138.7435     -0.1601692    
   316.8123       138.6715     -0.1463182    
   321.7794       138.2001     -0.2437455    
   326.7076       137.3683     -0.2821908    
   331.6619       137.0869     -0.2163131    
   336.6017       137.7613     -0.3012775    
   341.4941       138.7795     -0.7473609    
   346.3997       139.7317     -0.5869646    
   351.3318       140.5377     -0.3162615    
   356.3008       141.0433     -0.3796307    
   361.2956       141.2499     -0.4717588    
   366.2939       141.3779     -0.6727208    
   371.2916       141.5279     -0.5063758    
   376.2886       141.6984     -0.2555459    
   381.2849       141.8889     -0.1494622    
   386.2799       142.1075     -0.2619198    
   391.2732       142.3631     -0.2432075    
   396.2645       142.6530     -0.2032098    
   401.2549       142.9583     -0.1831071    
   406.2462       143.2484     -0.1706932    
   411.2407       143.4767     -0.1987221    
   416.2387       143.6027     -0.2307053    
   421.2385       143.6403     -0.3604201    
   426.2385       143.6443     -0.3374307    
   431.2385       143.6608     -0.4293787    
   436.2343       143.8174     -0.5932516    
   441.2233       144.1421      -1.041073    
   446.2118       144.4751      -1.872006    
   451.2035       144.7582      -1.928438    
   456.1937       145.0647      -1.560604    
   461.1783       145.4488      -2.241322    
   466.1624       145.8420      -1.963045    
   471.1551       146.0755      -2.305582    
   476.1545       146.1300      -2.805078    
   481.8401       146.1326      -3.462474    
   489.3643       146.1326      -3.770390    
   507.4286       146.1326      -3.411581    
  -33.77417       134.0858      -3.439372    
  -15.70986       134.0858      -3.311421    
  -8.185690       134.0858      -2.852177    
  -2.500000       134.0858      -2.642246    
   2.481762       134.3752      -2.647889    
   7.434425       135.0294      -2.668667    
   12.38829       135.6740      -2.365503    
   17.37068       136.0052      -2.331852    
   22.36992       136.0857      -1.665054    
   27.36889       136.1774      -1.656790    
   32.36626       136.3303      -1.562778    
   37.36148       136.5384      -1.451725    
   42.35468       136.7882      -1.276472    
   47.34677       137.0579      -1.301988    
   52.33939       137.3180      -1.369021    
   57.33461       137.5242      -1.574963    
   62.33282       137.6424      -1.742313    
   67.33237       137.6462      -1.577104    
   72.33087       137.5385      -1.865779    
   77.32610       137.3349      -1.391464    
   82.31709       137.0487      -1.353281    
   87.30524       136.7188      -1.132988    
   92.29430       136.4025      -1.226307    
   97.28818       136.1738      -1.598430    
   102.2866       136.0724      -1.478113    
   107.2863       136.0237      -1.325845    
   112.2728       135.7457      -1.225423    
   117.2255       135.1043      -1.424701    
   122.1606       134.3334      -1.534135    
   127.1186       133.7326      -2.491753    
   132.1048       133.3949      -2.257505    
   137.1018       133.2509      -2.493967    
   142.1004       133.2958      -2.534599    
   147.0855       133.6214      -2.652202    
   152.0289       134.3147      -1.494686    
   156.9416       135.2077      -1.458139    
   161.8866       135.8773      -1.215279    
   166.8759       136.1325      -1.171681    
   171.8755       136.1387      -1.260397    
   176.8751       136.0817      -1.498863    
   181.8749       136.0535      -1.399693    
   186.8749       136.0525      -1.179618    
   191.8749       136.0529      -1.103595    
   196.8749       136.0529      -1.075303    
   201.8749       136.0529      -1.048918    
   206.8749       136.0527      -1.154784    
   211.8749       136.0551      -1.200371    
   216.8748       136.0783      -1.104246    
   221.8745       136.1376      -1.203331    
   226.8739       136.2069     -0.9257973    
   231.8736       136.2099      -1.335612    
   236.8703       136.0623      -1.233119    
   241.8605       135.7682      -1.616182    
   246.8531       135.5358      -1.689142    
   251.8497       135.5898      -1.459722    
   256.8403       135.8775      -1.191419    
   261.8292       136.1960      -1.313875    
   266.8226       136.4373      -1.353877    
   271.8200       136.5835     -0.9805266    
   276.8195       136.6297      -1.059378    
   281.8193       136.6011      -1.118888    
   286.8188       136.5343      -1.275076    
   291.8181       136.4500      -1.225983    
   296.8170       136.3520      -1.311726    
   301.8156       136.2361      -1.526264    
   306.8141       136.1245      -1.248893    
   311.8136       136.0844      -1.398599    
   316.8123       136.0143      -1.214669    
   321.7794       135.5559      -1.069115    
   326.7076       134.7469      -1.087284    
   331.6619       134.4733      -1.047658    
   336.6017       135.1292      -1.257983    
   341.4941       136.1194      -1.440729    
   346.3997       137.0454      -1.203023    
