        1802
           3          23           7           9  0.1341676               1
          12          52          44          48  0.1517791               1
           1          31          10          13  0.1154346               1
           3          43          11          15  0.1402266               1
           2          62          32          38  7.9506636E-02           1
          47          57          52          53  0.1067599               1
          46          56          52          53  0.1186365               1
          46          56          47          48  4.0157788E-02           1
          51          61          52          53  9.3469679E-02           1
           2          52          12          17  0.1295400               1
          40          50          47          48  9.8841019E-02           1
          45          55          47          48  0.1009702               1
          45          55          52          53  0.1779949               1
           8          58          13          18  0.2030305               1
          39          49          47          48  3.3154115E-02           1
          44          54          52          53  0.1224541               1
          44          54          47          48  6.4852729E-02           1
          15          55          31          35  9.0229370E-02           1
          43          53          47          48  5.8690451E-02           1
           2          12           8           9  0.1094761               1
           5          55          10          15  0.2214809               1
          42          52          47          48  6.0009670E-02           1
          20          60          32          36  9.5861338E-02           1
           5          15          12          13  0.1799745               1
          37          57          53          55  0.2028836               1
           4          14          12          13  0.1241940               1
           5          15          10          11  0.1342367               1
          36          56          48          50  8.1342533E-02           1
          41          61          53          55  9.3996622E-02           1
           2          62          14          20  0.1465937               1
           3          23          13          15  9.7520635E-02           1
           2          22          10          12  0.1178909               1
          32          42          33          34  6.1444990E-02           1
           7          47          35          39  9.9626206E-02           1
          11          61          36          41  7.0682645E-02           1
          26          36          33          34  0.1582765               1
          31          41          33          34  0.1695774               1
           6          36          15          18  0.1077791               1
          20          40          34          36  0.1249843               1
           4          24           8          10  0.1388942               1
           7          47          39          43  0.1433352               1
           2          52           7          12  0.2182001               1
          24          44          34          36  8.9047916E-02           1
           3          33          15          18  9.7501934E-02           1
           6          46          10          14  0.2253950               1
          18          38          34          36  0.2096675               1
           7          37          19          22  9.3396351E-02           1
           6          16           7           8  9.4093971E-02           1
          22          42          34          36  9.9923678E-02           1
          10          50          22          26  8.3476111E-02           1
           1          51          41          46  0.1550126               1
          37          57          39          41  0.1929483               1
           5          55          40          45  0.1018673               1
           7          57          42          47  0.1019273               1
          13          63          18          23  0.2441953               1
           4          34          19          22  9.1458246E-02           1
          33          63          36          39  0.1988842               1
          32          62          41          44  8.9174487E-02           1
           4          44          20          24  7.7015892E-02           1
           6          26           8          10  0.2301624               1
           6          46          22          26  7.2853632E-02           1
          14          44          35          38  0.1070922               1
           8          18          10          11  0.1910552               1
           3          13           9          10  0.1341755               1
          34          64          40          43  0.1080088               1
           3          13          10          11  0.2087493               1
          24          54          36          39  7.5660788E-02           1
          13          33          15          17  0.2477593               1
          21          51          39          42  8.0886871E-02           1
          11          41          35          38  0.1711993               1
          19          39          21          23  0.2731516               1
          15          45          39          42  0.1509455               1
          31          61          40          43  8.1672952E-02           1
          11          31          15          17  0.1395610               1
          18          58          42          46  7.9253383E-02           1
          15          35          19          21  0.1576045               1
          10          20          18          19  0.1585178               1
          22          62          42          46  7.3221967E-02           1
          13          33          19          21  0.1201851               1
          16          46          22          25  0.1110391               1
           7          37          10          13  0.2301393               1
          12          52          40          44  0.1025021               1
          14          54          42          46  9.9438228E-02           1
          11          31          19          21  0.1036723               1
          14          44          17          20  0.2769426               1
          13          43          22          25  8.5103452E-02           1
          38          48          39          40  8.9982003E-02           1
          43          53          44          45  8.2955115E-02           1
          13          63          43          48  7.8413859E-02           1
          37          47          39          40  0.1360278               1
          37          47          44          45  0.1298816               1
          36          46          39          40  9.6242785E-02           1
          35          45          39          40  8.6945824E-02           1
          34          44          39          40  8.4653422E-02           1
           7          17           8           9  9.0362862E-02           1
          33          43          39          40  9.1814250E-02           1
          12          62          47          52  9.7719021E-02           1
          40          60          46          48  8.2459249E-02           1
          33          53          45          47  8.7923005E-02           1
           7          37          31          34  0.2062655               1
          39          59          51          53  0.1043090               1
          44          64          46          48  0.1926588               1
           6          16          10          11  0.1346316               1
          38          58          46          48  7.4992612E-02           1
          43          63          51          53  9.2671707E-02           1
          31          51          45          47  0.1103004               1
          37          57          51          53  0.1337176               1
           1          21           5           7  0.1507961               1
          42          62          46          48  0.1041175               1
           5          25          11          13  0.1194730               1
          40          60          50          52  8.1902869E-02           1
           3          13           4           5  7.9376452E-02           1
          33          53          49          51  0.1883664               1
          13          23          19          20  0.1464938               1
          24          34          25          26  0.1051216               1
           4          44          32          36  0.1168683               1
